hotel,reservation_status,arrival date,arrival day of week,number of special requests
City Hotel,Check-Out,3/22/17,Wed,0
City Hotel,Check-Out,11/1/16,Tue,2
City Hotel,Check-Out,10/19/15,Mon,1
Resort Hotel,Check-Out,4/23/16,Sat,1
City Hotel,Canceled,4/15/16,Fri,0
City Hotel,Check-Out,2/13/17,Mon,0
Resort Hotel,Check-Out,7/19/15,Sun,2
Resort Hotel,Canceled,10/9/15,Fri,0
City Hotel,Canceled,10/12/15,Mon,1
City Hotel,Check-Out,9/20/15,Sun,3
City Hotel,Canceled,12/27/16,Tue,2
Resort Hotel,,9/16/16,Fri,1
City Hotel,Check-Out,11/23/15,Mon,1
City Hotel,Check-Out,4/21/16,Thu,0
City Hotel,Canceled,7/19/16,Tue,0
City Hotel,Canceled,5/15/17,Mon,2
City Hotel,Canceled,6/14/16,Tue,0
City Hotel,Check-Out,8/21/17,Mon,4
City Hotel,Check-Out,7/23/16,Sat,1
City Hotel,No-Show,3/27/16,Sun,0
City Hotel,Check-Out,8/22/16,Mon,2
City Hotel,Canceled,8/2/17,Wed,0
City Hotel,Canceled,3/21/16,Mon,0
City Hotel,Check-Out,8/3/16,Wed,1
City Hotel,Check-Out,3/6/16,Sun,0
Resort Hotel,Check-Out,7/28/16,Thu,0
City Hotel,No-Show,11/6/15,Fri,0
Resort Hotel,Check-Out,4/24/16,Sun,0
Resort Hotel,Check-Out,10/17/16,Mon,0
City Hotel,Check-Out,8/10/15,Mon,0
City Hotel,Canceled,12/9/15,Wed,0
City Hotel,Canceled,2/16/17,Thu,1
Resort Hotel,Check-Out,7/21/17,Fri,1
City Hotel,Canceled,9/17/15,Thu,0
City Hotel,Check-Out,8/13/17,Sun,1
Resort Hotel,Check-Out,8/13/17,Sun,1
City Hotel,Canceled,6/21/17,Wed,0
City Hotel,Check-Out,8/16/16,Tue,0
City Hotel,Canceled,6/17/17,Sat,0
City Hotel,Check-Out,5/1/17,Mon,0
City Hotel,Canceled,5/26/16,Thu,1
City Hotel,Canceled,8/21/15,Fri,1
Resort Hotel,Canceled,12/30/16,Fri,0
Resort Hotel,Check-Out,2/4/16,Thu,0
City Hotel,Canceled,9/20/15,Sun,0
Resort Hotel,Check-Out,9/4/15,Fri,0
Resort Hotel,Check-Out,11/4/15,Wed,0
City Hotel,Check-Out,12/3/16,Sat,0
Resort Hotel,Check-Out,5/25/17,Thu,1
City Hotel,Canceled,6/8/16,Wed,0
Resort Hotel,Check-Out,10/12/16,Wed,4
City Hotel,Check-Out,10/10/15,Sat,0
City Hotel,Canceled,6/16/17,Fri,2
City Hotel,Check-Out,6/9/16,Thu,2
City Hotel,Canceled,3/4/16,Fri,0
City Hotel,Check-Out,3/16/16,Wed,0
City Hotel,Check-Out,12/21/16,Wed,0
City Hotel,Canceled,5/1/17,Mon,0
City Hotel,Canceled,8/28/17,Mon,3
Resort Hotel,Check-Out,10/10/16,Mon,1
City Hotel,Check-Out,5/25/16,Wed,0
Resort Hotel,Check-Out,6/15/17,Thu,0
City Hotel,Canceled,5/19/17,Fri,0
Resort Hotel,Canceled,12/5/15,Sat,0
City Hotel,Check-Out,4/2/17,Sun,0
City Hotel,Canceled,9/17/15,Thu,1
Resort Hotel,Check-Out,3/5/17,Sun,0
Resort Hotel,Check-Out,7/9/15,Thu,0
City Hotel,,9/26/16,Mon,1
City Hotel,Canceled,8/13/16,Sat,0
City Hotel,Check-Out,5/5/17,Fri,0
City Hotel,Canceled,4/20/16,Wed,0
City Hotel,Canceled,3/22/17,Wed,2
City Hotel,Canceled,2/16/16,Tue,0
Resort Hotel,Check-Out,3/28/16,Mon,0
Resort Hotel,Check-Out,5/20/17,Sat,0
City Hotel,Canceled,10/1/16,Sat,0
City Hotel,Canceled,3/30/16,Wed,0
City Hotel,Canceled,12/9/15,Wed,0
Resort Hotel,Check-Out,7/16/16,Sat,0
City Hotel,,9/3/16,Sat,0
City Hotel,Canceled,8/26/17,Sat,2
Resort Hotel,Check-Out,3/17/17,Fri,0
City Hotel,Canceled,7/7/17,Fri,1
City Hotel,Check-Out,6/18/16,Sat,2
City Hotel,Check-Out,5/4/17,Thu,1
City Hotel,Canceled,4/6/16,Wed,0
City Hotel,Canceled,5/13/16,Fri,1
City Hotel,Check-Out,2/7/16,Sun,2
City Hotel,Check-Out,9/6/15,Sun,0
City Hotel,Check-Out,3/14/16,Mon,2
City Hotel,Check-Out,5/20/16,Fri,0
City Hotel,Canceled,8/19/16,Fri,1
Resort Hotel,Canceled,8/20/17,Sun,4
City Hotel,Check-Out,8/5/16,Fri,1
City Hotel,Check-Out,8/23/16,Tue,2
Resort Hotel,Check-Out,6/2/17,Fri,1
City Hotel,Check-Out,7/26/16,Tue,1
City Hotel,Check-Out,2/26/16,Fri,0
City Hotel,Check-Out,12/8/16,Thu,1
Resort Hotel,Check-Out,8/8/17,Tue,1
City Hotel,Check-Out,8/30/16,Tue,0
City Hotel,Check-Out,7/16/17,Sun,1
Resort Hotel,Canceled,12/10/16,Sat,1
Resort Hotel,Check-Out,8/17/15,Mon,0
City Hotel,Check-Out,7/23/16,Sat,1
City Hotel,Canceled,6/23/16,Thu,0
City Hotel,Check-Out,9/8/15,Tue,0
City Hotel,Canceled,6/2/16,Thu,0
Resort Hotel,Canceled,7/23/15,Thu,1
Resort Hotel,Check-Out,12/3/16,Sat,0
City Hotel,Check-Out,10/30/16,Sun,0
City Hotel,Check-Out,12/19/15,Sat,0
City Hotel,Check-Out,5/25/17,Thu,0
City Hotel,Check-Out,11/27/16,Sun,0
City Hotel,Canceled,1/28/17,Sat,0
City Hotel,Check-Out,10/16/15,Fri,0
Resort Hotel,Check-Out,12/24/15,Thu,2
City Hotel,Canceled,8/2/16,Tue,0
Resort Hotel,Check-Out,3/17/16,Thu,0
City Hotel,Canceled,4/22/17,Sat,2
Resort Hotel,Canceled,4/28/16,Thu,0
City Hotel,Canceled,5/20/17,Sat,1
Resort Hotel,Canceled,1/16/17,Mon,0
City Hotel,Canceled,8/6/15,Thu,0
City Hotel,Check-Out,8/26/16,Fri,0
City Hotel,Canceled,2/26/17,Sun,1
City Hotel,Canceled,8/14/15,Fri,0
City Hotel,Check-Out,8/12/16,Fri,0
City Hotel,Canceled,6/16/17,Fri,1
Resort Hotel,Check-Out,9/22/15,Tue,0
City Hotel,Canceled,10/1/16,Sat,0
City Hotel,Check-Out,6/10/17,Sat,1
Resort Hotel,Canceled,7/15/17,Sat,2
City Hotel,Check-Out,3/6/17,Mon,1
Resort Hotel,Check-Out,3/14/16,Mon,0
City Hotel,Check-Out,2/22/17,Wed,0
City Hotel,Canceled,4/9/16,Sat,0
Resort Hotel,Check-Out,10/11/15,Sun,0
City Hotel,Check-Out,8/6/17,Sun,0
City Hotel,Canceled,8/27/15,Thu,2
City Hotel,Check-Out,6/23/17,Fri,0
Resort Hotel,Check-Out,7/15/15,Wed,0
Resort Hotel,Check-Out,4/3/17,Mon,2
City Hotel,Check-Out,10/16/16,Sun,1
Resort Hotel,Check-Out,3/2/16,Wed,0
City Hotel,Check-Out,6/6/17,Tue,0
Resort Hotel,Canceled,6/12/16,Sun,0
City Hotel,Check-Out,5/14/17,Sun,1
Resort Hotel,Canceled,10/19/16,Wed,1
Resort Hotel,Canceled,8/29/17,Tue,0
City Hotel,Canceled,6/19/17,Mon,2
Resort Hotel,Check-Out,12/23/16,Fri,0
City Hotel,Canceled,11/16/16,Wed,1
City Hotel,Check-Out,6/2/16,Thu,0
Resort Hotel,Check-Out,6/19/16,Sun,1
City Hotel,Check-Out,7/31/17,Mon,0
Resort Hotel,Check-Out,6/9/17,Fri,0
City Hotel,,9/15/16,Thu,0
Resort Hotel,Check-Out,12/30/16,Fri,3
City Hotel,Check-Out,8/23/17,Wed,1
City Hotel,Check-Out,5/17/16,Tue,1
City Hotel,Canceled,3/6/17,Mon,1
City Hotel,Check-Out,12/29/16,Thu,1
City Hotel,Check-Out,12/27/15,Sun,0
City Hotel,Check-Out,8/4/17,Fri,1
Resort Hotel,Check-Out,11/4/15,Wed,0
Resort Hotel,Check-Out,8/9/16,Tue,0
City Hotel,Check-Out,7/22/16,Fri,2
City Hotel,Check-Out,3/6/17,Mon,1
Resort Hotel,Check-Out,6/4/17,Sun,0
Resort Hotel,Check-Out,8/3/15,Mon,2
City Hotel,,9/1/16,Thu,0
City Hotel,Check-Out,1/16/17,Mon,0
City Hotel,Check-Out,12/26/15,Sat,0
City Hotel,Check-Out,10/31/15,Sat,0
Resort Hotel,Check-Out,5/10/16,Tue,0
City Hotel,Canceled,5/19/17,Fri,0
Resort Hotel,Check-Out,7/16/15,Thu,0
Resort Hotel,Check-Out,3/14/17,Tue,0
City Hotel,Check-Out,4/28/17,Fri,0
City Hotel,Check-Out,4/28/17,Fri,1
Resort Hotel,Check-Out,4/18/16,Mon,1
City Hotel,Canceled,4/5/17,Wed,0
City Hotel,Canceled,1/23/17,Mon,0
City Hotel,Canceled,11/3/16,Thu,1
City Hotel,Canceled,5/4/17,Thu,2
City Hotel,Check-Out,10/15/16,Sat,1
City Hotel,Check-Out,11/9/16,Wed,0
City Hotel,Check-Out,5/25/17,Thu,1
City Hotel,Check-Out,9/11/15,Fri,0
City Hotel,,9/22/16,Thu,0
Resort Hotel,Check-Out,10/27/16,Thu,0
City Hotel,Check-Out,7/12/17,Wed,2
City Hotel,Canceled,7/21/15,Tue,1
Resort Hotel,Canceled,11/28/15,Sat,0
City Hotel,Check-Out,10/3/16,Mon,0
City Hotel,Canceled,11/28/16,Mon,0
Resort Hotel,Check-Out,4/2/16,Sat,0
City Hotel,Canceled,2/1/17,Wed,2
Resort Hotel,Check-Out,1/21/16,Thu,0
Resort Hotel,Check-Out,2/26/17,Sun,0
City Hotel,Canceled,7/1/15,Wed,0
City Hotel,Canceled,2/10/17,Fri,0
City Hotel,Canceled,11/13/16,Sun,2
City Hotel,Canceled,12/5/16,Mon,0
Resort Hotel,,9/2/16,Fri,0
City Hotel,Check-Out,6/15/17,Thu,1
Resort Hotel,,9/26/16,Mon,0
City Hotel,Check-Out,1/6/16,Wed,2
Resort Hotel,Check-Out,4/27/17,Thu,0
City Hotel,Check-Out,3/20/17,Mon,0
Resort Hotel,Check-Out,9/20/15,Sun,2
Resort Hotel,,9/24/16,Sat,0
City Hotel,Check-Out,3/20/17,Mon,0
Resort Hotel,Check-Out,11/24/15,Tue,0
City Hotel,,9/29/16,Thu,2
City Hotel,Check-Out,1/2/17,Mon,1
City Hotel,,9/18/16,Sun,1
City Hotel,Canceled,5/5/17,Fri,0
City Hotel,Check-Out,12/27/16,Tue,0
City Hotel,Canceled,4/6/17,Thu,0
City Hotel,Canceled,8/25/16,Thu,0
City Hotel,Canceled,7/10/17,Mon,2
City Hotel,Check-Out,3/27/16,Sun,0
Resort Hotel,Canceled,2/19/17,Sun,1
City Hotel,Canceled,4/27/17,Thu,0
City Hotel,Check-Out,9/4/15,Fri,0
Resort Hotel,Check-Out,8/9/16,Tue,2
Resort Hotel,Check-Out,2/11/17,Sat,0
City Hotel,No-Show,12/29/16,Thu,0
Resort Hotel,Check-Out,4/30/16,Sat,1
City Hotel,Canceled,10/31/15,Sat,0
City Hotel,Canceled,7/28/17,Fri,0
City Hotel,,9/11/16,Sun,0
City Hotel,Check-Out,2/14/16,Sun,1
City Hotel,Check-Out,11/20/16,Sun,0
City Hotel,Canceled,4/17/16,Sun,1
City Hotel,Check-Out,2/2/17,Thu,1
City Hotel,Check-Out,5/20/16,Fri,0
City Hotel,Canceled,10/28/16,Fri,1
City Hotel,Canceled,4/8/17,Sat,2
City Hotel,Check-Out,2/17/17,Fri,0
Resort Hotel,Canceled,4/25/16,Mon,1
City Hotel,Check-Out,8/13/15,Thu,1
Resort Hotel,Check-Out,12/2/15,Wed,2
City Hotel,Check-Out,5/11/16,Wed,0
City Hotel,Check-Out,8/1/16,Mon,0
Resort Hotel,Canceled,6/2/16,Thu,0
City Hotel,Check-Out,5/25/17,Thu,0
Resort Hotel,Check-Out,9/21/15,Mon,0
City Hotel,Canceled,12/21/16,Wed,0
Resort Hotel,Canceled,7/20/16,Wed,1
City Hotel,Check-Out,12/2/16,Fri,0
City Hotel,Canceled,12/27/15,Sun,0
City Hotel,Check-Out,2/1/16,Mon,0
City Hotel,Canceled,5/1/17,Mon,0
City Hotel,Check-Out,10/5/16,Wed,1
City Hotel,Canceled,10/29/15,Thu,0
City Hotel,Canceled,12/26/15,Sat,0
City Hotel,Canceled,5/9/17,Tue,1
Resort Hotel,Check-Out,7/23/16,Sat,0
Resort Hotel,Check-Out,11/29/16,Tue,1
Resort Hotel,Canceled,9/21/15,Mon,0
City Hotel,Canceled,10/12/16,Wed,2
Resort Hotel,No-Show,3/5/16,Sat,0
City Hotel,Check-Out,7/24/16,Sun,0
Resort Hotel,,9/3/16,Sat,0
City Hotel,Check-Out,10/31/15,Sat,0
City Hotel,Check-Out,4/17/16,Sun,0
Resort Hotel,Canceled,4/29/17,Sat,1
City Hotel,Check-Out,4/30/16,Sat,0
City Hotel,Check-Out,2/11/17,Sat,0
City Hotel,Canceled,3/30/16,Wed,1
Resort Hotel,Check-Out,7/6/15,Mon,0
City Hotel,Check-Out,8/5/16,Fri,0
City Hotel,Check-Out,6/22/17,Thu,1
Resort Hotel,Check-Out,4/20/16,Wed,0
Resort Hotel,Check-Out,2/24/17,Fri,0
City Hotel,Check-Out,6/28/16,Tue,0
City Hotel,Check-Out,11/20/15,Fri,1
City Hotel,Check-Out,2/24/17,Fri,1
City Hotel,Canceled,12/5/15,Sat,0
City Hotel,Canceled,4/5/17,Wed,0
City Hotel,Canceled,6/26/17,Mon,1
City Hotel,Check-Out,4/10/16,Sun,0
City Hotel,Check-Out,7/8/15,Wed,0
City Hotel,Check-Out,11/2/15,Mon,0
City Hotel,Check-Out,4/17/17,Mon,1
Resort Hotel,Check-Out,8/9/15,Sun,0
Resort Hotel,Canceled,6/21/16,Tue,0
City Hotel,Canceled,6/3/17,Sat,0
City Hotel,Check-Out,4/27/17,Thu,0
City Hotel,Check-Out,3/2/16,Wed,0
City Hotel,Check-Out,5/26/16,Thu,0
Resort Hotel,Canceled,9/7/15,Mon,1
City Hotel,Check-Out,10/10/15,Sat,0
City Hotel,Check-Out,9/4/15,Fri,0
Resort Hotel,Check-Out,1/25/17,Wed,1
City Hotel,Check-Out,5/26/17,Fri,1
Resort Hotel,Check-Out,6/2/17,Fri,2
City Hotel,Canceled,4/27/17,Thu,0
City Hotel,Check-Out,6/27/16,Mon,3
City Hotel,Check-Out,3/6/16,Sun,0
City Hotel,Canceled,10/16/15,Fri,0
Resort Hotel,Check-Out,5/14/17,Sun,1
City Hotel,Check-Out,5/4/17,Thu,0
Resort Hotel,Check-Out,2/6/17,Mon,1
Resort Hotel,Canceled,9/17/15,Thu,0
City Hotel,Check-Out,8/26/16,Fri,0
Resort Hotel,Check-Out,11/6/16,Sun,0
Resort Hotel,Check-Out,12/24/15,Thu,0
City Hotel,Check-Out,5/17/17,Wed,1
City Hotel,Check-Out,5/28/17,Sun,1
City Hotel,Check-Out,12/25/16,Sun,0
City Hotel,No-Show,5/9/16,Mon,0
City Hotel,Canceled,7/27/16,Wed,0
City Hotel,Canceled,7/14/17,Fri,0
City Hotel,Check-Out,5/19/16,Thu,0
City Hotel,Check-Out,3/17/17,Fri,0
City Hotel,Canceled,5/19/17,Fri,0
Resort Hotel,Check-Out,11/27/15,Fri,0
City Hotel,Canceled,9/24/15,Thu,0
City Hotel,Check-Out,7/22/17,Sat,1
Resort Hotel,Check-Out,3/5/17,Sun,0
City Hotel,Canceled,7/12/16,Tue,0
Resort Hotel,Canceled,8/20/16,Sat,0
Resort Hotel,Canceled,7/30/17,Sun,0
Resort Hotel,Check-Out,2/8/17,Wed,0
Resort Hotel,Check-Out,3/4/16,Fri,0
Resort Hotel,Canceled,7/28/17,Fri,1
Resort Hotel,Check-Out,5/24/16,Tue,1
City Hotel,Check-Out,1/26/17,Thu,0
City Hotel,Canceled,4/20/16,Wed,1
City Hotel,Check-Out,8/24/15,Mon,0
City Hotel,Check-Out,2/25/17,Sat,0
Resort Hotel,Canceled,7/14/17,Fri,0
Resort Hotel,Check-Out,6/2/17,Fri,0
City Hotel,Check-Out,5/2/16,Mon,0
Resort Hotel,Check-Out,8/6/16,Sat,1
Resort Hotel,Check-Out,10/10/15,Sat,0
City Hotel,Check-Out,1/29/16,Fri,0
City Hotel,Check-Out,8/29/15,Sat,1
City Hotel,Check-Out,2/11/17,Sat,0
Resort Hotel,Canceled,7/14/17,Fri,0
City Hotel,,9/19/16,Mon,0
City Hotel,No-Show,5/22/16,Sun,0
City Hotel,Canceled,5/20/16,Fri,0
City Hotel,Canceled,12/1/15,Tue,0
Resort Hotel,Check-Out,4/5/17,Wed,1
City Hotel,,9/16/16,Fri,1
City Hotel,Canceled,10/28/16,Fri,0
City Hotel,Canceled,8/2/16,Tue,1
City Hotel,Canceled,10/17/16,Mon,0
Resort Hotel,Check-Out,6/1/17,Thu,0
City Hotel,Check-Out,6/24/16,Fri,2
Resort Hotel,Check-Out,7/15/17,Sat,2
City Hotel,Canceled,5/22/17,Mon,0
Resort Hotel,Check-Out,3/24/16,Thu,0
City Hotel,Canceled,6/23/17,Fri,2
Resort Hotel,,9/29/16,Thu,1
Resort Hotel,Canceled,6/13/16,Mon,0
City Hotel,Canceled,3/28/16,Mon,0
Resort Hotel,Check-Out,8/17/16,Wed,0
Resort Hotel,,9/13/16,Tue,1
City Hotel,Check-Out,8/11/15,Tue,0
City Hotel,,9/26/16,Mon,2
City Hotel,Canceled,8/15/15,Sat,0
City Hotel,Canceled,5/24/17,Wed,1
City Hotel,,9/4/16,Sun,1
City Hotel,Check-Out,4/1/17,Sat,0
City Hotel,Canceled,3/25/17,Sat,1
City Hotel,Check-Out,2/20/16,Sat,0
City Hotel,Canceled,10/15/16,Sat,1
City Hotel,Canceled,11/19/16,Sat,0
City Hotel,Check-Out,6/1/17,Thu,0
City Hotel,Canceled,6/14/16,Tue,0
City Hotel,Canceled,10/8/15,Thu,0
Resort Hotel,Check-Out,6/14/17,Wed,0
City Hotel,,9/30/16,Fri,0
Resort Hotel,Check-Out,12/5/16,Mon,0
Resort Hotel,Check-Out,5/1/17,Mon,0
Resort Hotel,Check-Out,2/4/16,Thu,1
City Hotel,Canceled,8/19/16,Fri,0
City Hotel,Canceled,10/5/15,Mon,2
City Hotel,Check-Out,2/21/16,Sun,2
City Hotel,Check-Out,6/26/16,Sun,1
Resort Hotel,Check-Out,9/5/15,Sat,0
City Hotel,Check-Out,10/15/16,Sat,1
City Hotel,Check-Out,6/22/16,Wed,0
Resort Hotel,Check-Out,8/25/16,Thu,1
City Hotel,Check-Out,11/24/16,Thu,0
City Hotel,Canceled,3/15/17,Wed,0
City Hotel,No-Show,2/3/17,Fri,1
City Hotel,Canceled,12/1/16,Thu,1
City Hotel,Canceled,6/17/16,Fri,0
Resort Hotel,Canceled,1/16/17,Mon,0
Resort Hotel,Check-Out,8/28/16,Sun,0
City Hotel,Canceled,5/4/16,Wed,0
City Hotel,Check-Out,7/13/16,Wed,0
City Hotel,Check-Out,6/28/16,Tue,1
City Hotel,Check-Out,9/18/15,Fri,1
Resort Hotel,Check-Out,4/30/16,Sat,2
City Hotel,Canceled,4/14/16,Thu,1
City Hotel,Canceled,5/20/17,Sat,2
City Hotel,Check-Out,11/11/16,Fri,1
City Hotel,Canceled,3/24/16,Thu,0
City Hotel,Check-Out,6/20/16,Mon,0
City Hotel,Canceled,3/22/16,Tue,0
Resort Hotel,Canceled,2/7/17,Tue,0
Resort Hotel,,9/21/16,Wed,0
Resort Hotel,Check-Out,2/2/16,Tue,0
City Hotel,,9/10/16,Sat,1
City Hotel,Check-Out,2/22/16,Mon,0
City Hotel,Check-Out,7/23/15,Thu,0
City Hotel,Check-Out,1/25/17,Wed,1
Resort Hotel,Check-Out,10/18/16,Tue,1
Resort Hotel,Canceled,4/29/16,Fri,1
City Hotel,Check-Out,3/9/16,Wed,0
City Hotel,Check-Out,6/9/17,Fri,0
City Hotel,,9/2/16,Fri,2
Resort Hotel,Check-Out,12/30/15,Wed,1
Resort Hotel,Check-Out,10/12/16,Wed,0
City Hotel,Check-Out,12/26/16,Mon,0
City Hotel,Canceled,3/16/17,Thu,0
City Hotel,Canceled,3/21/17,Tue,0
Resort Hotel,Check-Out,11/16/15,Mon,0
City Hotel,No-Show,10/10/15,Sat,0
Resort Hotel,Check-Out,6/6/17,Tue,1
City Hotel,Canceled,4/30/16,Sat,0
City Hotel,Check-Out,5/1/16,Sun,1
City Hotel,Canceled,7/24/17,Mon,2
Resort Hotel,,9/26/16,Mon,1
Resort Hotel,Check-Out,1/7/17,Sat,0
City Hotel,Check-Out,6/15/17,Thu,2
City Hotel,Check-Out,11/3/16,Thu,1
Resort Hotel,Check-Out,5/4/16,Wed,0
City Hotel,Canceled,5/6/17,Sat,2
City Hotel,Canceled,3/31/16,Thu,1
City Hotel,Canceled,8/31/15,Mon,0
City Hotel,Check-Out,6/15/16,Wed,0
Resort Hotel,Canceled,6/11/17,Sun,0
City Hotel,Canceled,4/17/16,Sun,1
City Hotel,Check-Out,10/16/16,Sun,0
City Hotel,Check-Out,7/18/17,Tue,1
City Hotel,Check-Out,5/16/17,Tue,1
City Hotel,Canceled,10/17/15,Sat,1
City Hotel,Canceled,9/18/15,Fri,0
City Hotel,Canceled,7/26/17,Wed,1
Resort Hotel,Check-Out,8/7/17,Mon,0
City Hotel,Canceled,3/2/17,Thu,0
City Hotel,Canceled,12/3/16,Sat,0
City Hotel,Check-Out,4/18/17,Tue,2
Resort Hotel,Check-Out,6/28/17,Wed,1
City Hotel,Canceled,1/6/17,Fri,0
City Hotel,Check-Out,8/20/16,Sat,1
City Hotel,Canceled,9/24/15,Thu,0
Resort Hotel,Check-Out,7/15/16,Fri,1
Resort Hotel,Canceled,3/18/16,Fri,0
Resort Hotel,Check-Out,5/11/17,Thu,3
City Hotel,Canceled,5/27/17,Sat,2
City Hotel,Check-Out,4/24/17,Mon,2
Resort Hotel,Check-Out,3/29/17,Wed,0
City Hotel,Canceled,12/2/16,Fri,0
City Hotel,Canceled,6/29/16,Wed,0
City Hotel,Canceled,9/21/15,Mon,0
City Hotel,Check-Out,6/20/17,Tue,4
City Hotel,Check-Out,10/6/16,Thu,1
Resort Hotel,Check-Out,1/16/17,Mon,0
Resort Hotel,Check-Out,12/23/15,Wed,0
City Hotel,Canceled,8/14/15,Fri,0
City Hotel,Canceled,8/13/15,Thu,0
City Hotel,Check-Out,6/20/16,Mon,0
Resort Hotel,,9/15/16,Thu,1
Resort Hotel,Canceled,3/24/16,Thu,0
Resort Hotel,Check-Out,2/24/16,Wed,1
Resort Hotel,Canceled,9/17/15,Thu,0
City Hotel,Canceled,4/14/16,Thu,0
City Hotel,Canceled,1/22/16,Fri,1
Resort Hotel,Canceled,4/24/16,Sun,0
Resort Hotel,Check-Out,3/31/17,Fri,0
Resort Hotel,Check-Out,8/9/15,Sun,0
Resort Hotel,,9/19/16,Mon,0
City Hotel,Canceled,6/8/17,Thu,1
City Hotel,Check-Out,12/24/16,Sat,0
City Hotel,Canceled,4/13/17,Thu,2
City Hotel,Check-Out,5/22/16,Sun,0
City Hotel,Check-Out,3/19/16,Sat,0
Resort Hotel,Check-Out,8/18/16,Thu,1
City Hotel,Canceled,7/29/17,Sat,1
Resort Hotel,Canceled,8/18/16,Thu,0
City Hotel,Check-Out,8/13/16,Sat,0
Resort Hotel,Check-Out,2/17/17,Fri,0
Resort Hotel,Canceled,11/14/16,Mon,1
Resort Hotel,Canceled,5/12/16,Thu,0
City Hotel,Canceled,11/9/16,Wed,0
Resort Hotel,Check-Out,8/15/15,Sat,0
City Hotel,Canceled,8/26/15,Wed,0
City Hotel,Canceled,10/21/16,Fri,0
City Hotel,Check-Out,9/27/15,Sun,0
Resort Hotel,Check-Out,5/2/16,Mon,0
City Hotel,Check-Out,7/21/16,Thu,0
Resort Hotel,Check-Out,7/25/16,Mon,0
City Hotel,Check-Out,5/11/17,Thu,4
Resort Hotel,Check-Out,4/12/16,Tue,2
City Hotel,Canceled,4/21/17,Fri,0
City Hotel,Canceled,3/25/16,Fri,2
City Hotel,No-Show,2/12/16,Fri,0
City Hotel,Canceled,11/3/16,Thu,1
Resort Hotel,Check-Out,5/13/16,Fri,0
City Hotel,Check-Out,4/2/17,Sun,1
City Hotel,Check-Out,4/18/17,Tue,1
City Hotel,Canceled,4/26/17,Wed,1
City Hotel,Canceled,1/22/16,Fri,0
City Hotel,Check-Out,7/31/17,Mon,1
City Hotel,Canceled,10/10/15,Sat,0
Resort Hotel,Check-Out,11/24/15,Tue,0
City Hotel,Check-Out,2/23/17,Thu,0
City Hotel,Canceled,8/3/15,Mon,0
Resort Hotel,Check-Out,11/2/16,Wed,2
Resort Hotel,Check-Out,1/21/17,Sat,0
City Hotel,Canceled,6/24/17,Sat,2
City Hotel,Check-Out,10/10/15,Sat,0
Resort Hotel,Check-Out,8/10/16,Wed,0
City Hotel,Check-Out,3/24/16,Thu,0
Resort Hotel,Canceled,7/7/16,Thu,0
City Hotel,Canceled,10/15/15,Thu,0
City Hotel,Check-Out,7/18/17,Tue,0
City Hotel,Canceled,1/28/16,Thu,0
City Hotel,Canceled,2/10/17,Fri,0
City Hotel,Check-Out,1/23/17,Mon,0
City Hotel,No-Show,7/6/17,Thu,0
City Hotel,,9/19/16,Mon,0
City Hotel,Check-Out,6/15/17,Thu,1
City Hotel,Check-Out,3/5/17,Sun,0
City Hotel,Canceled,6/22/17,Thu,2
City Hotel,Canceled,7/23/17,Sun,1
City Hotel,Canceled,6/29/17,Thu,0
City Hotel,Canceled,8/15/15,Sat,0
Resort Hotel,Check-Out,12/8/16,Thu,0
City Hotel,Canceled,10/23/16,Sun,0
Resort Hotel,Check-Out,11/19/16,Sat,0
City Hotel,Check-Out,3/16/16,Wed,0
Resort Hotel,Check-Out,8/10/15,Mon,0
City Hotel,Check-Out,7/29/17,Sat,1
City Hotel,Canceled,1/5/17,Thu,0
Resort Hotel,Check-Out,5/29/17,Mon,2
Resort Hotel,Check-Out,1/29/17,Sun,1
City Hotel,Check-Out,4/5/16,Tue,0
City Hotel,Canceled,8/10/17,Thu,0
City Hotel,Canceled,10/5/16,Wed,1
City Hotel,Canceled,11/11/16,Fri,0
Resort Hotel,Check-Out,2/14/17,Tue,2
City Hotel,Canceled,7/11/15,Sat,0
Resort Hotel,Check-Out,5/19/16,Thu,1
City Hotel,Check-Out,3/17/16,Thu,0
City Hotel,,9/4/16,Sun,3
Resort Hotel,Canceled,7/13/16,Wed,0
Resort Hotel,Canceled,6/16/17,Fri,0
Resort Hotel,Check-Out,6/28/17,Wed,0
Resort Hotel,Check-Out,10/20/16,Thu,0
City Hotel,Canceled,5/5/16,Thu,1
City Hotel,Canceled,12/9/16,Fri,0
Resort Hotel,Check-Out,10/3/15,Sat,2
City Hotel,Canceled,7/14/16,Thu,0
Resort Hotel,Check-Out,10/2/16,Sun,0
City Hotel,Canceled,7/19/15,Sun,0
Resort Hotel,Canceled,12/1/15,Tue,0
City Hotel,Canceled,4/24/16,Sun,1
City Hotel,Check-Out,10/13/15,Tue,0
Resort Hotel,Check-Out,10/30/16,Sun,1
Resort Hotel,Check-Out,11/4/16,Fri,0
City Hotel,Check-Out,10/25/15,Sun,0
City Hotel,Check-Out,11/1/16,Tue,0
City Hotel,Check-Out,6/11/17,Sun,1
City Hotel,Canceled,11/7/16,Mon,0
City Hotel,Check-Out,3/6/17,Mon,1
City Hotel,Check-Out,4/7/16,Thu,0
Resort Hotel,Check-Out,8/25/15,Tue,0
Resort Hotel,Check-Out,11/27/15,Fri,1
Resort Hotel,Check-Out,2/7/16,Sun,0
