,DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
83339,313 - CHEST PAIN,250042,NORTHWEST MISSISSIPPI REGIONAL MEDICAL CENTER,1970 HOSPITAL DRIVE,CLARKSDALE,MS,38614,TN - Memphis,85,16703.42,4130.02,3151.32
83340,313 - CHEST PAIN,250048,ST DOMINIC-JACKSON MEMORIAL HOSPITAL,969 LAKELAND DR,JACKSON,MS,39216,MS - Jackson,69,13443.07,3068.6,2204.55
83341,313 - CHEST PAIN,250058,SOUTH CENTRAL REG MED CTR,1220 JEFFERSON ST BOX 607,LAUREL,MS,39440,MS - Hattiesburg,38,7878.26,3137.26,2169.78
83342,313 - CHEST PAIN,250059,MONTFORT JONES MEMORIAL HOSPITAL,220 HWY 12 WEST,KOSCIUSKO,MS,39090,MS - Jackson,19,7075.52,3239.57,2352.63
83343,313 - CHEST PAIN,250069,RUSH FOUNDATION HOSPITAL,1314 19TH AVE,MERIDIAN,MS,39301,MS - Meridian,14,15710.28,3376.14,2489.0
83344,313 - CHEST PAIN,250072,CENTRAL MISSISSIPPI MEDICAL CENTER,1850 CHADWICK DR,JACKSON,MS,39204,MS - Jackson,23,36355.34,3395.08,2589.26
83345,313 - CHEST PAIN,250077,WAYNE GENERAL HOSPITAL,950 MATTHEW DR,WAYNESBORO,MS,39367,MS - Hattiesburg,15,6233.46,3192.0,2523.46
83346,313 - CHEST PAIN,250078,FORREST GENERAL HOSPITAL,6051 US HIGHWAY 49,HATTIESBURG,MS,39404,MS - Hattiesburg,84,11435.73,3469.21,2495.55
83347,313 - CHEST PAIN,250082,DELTA REGIONAL MEDICAL CENTER,1400 E UNION ST,GREENVILLE,MS,38704,TN - Memphis,38,16642.42,3538.68,2551.26
83348,313 - CHEST PAIN,250084,NATCHEZ REGIONAL MEDICAL CENTER,52 SEARGENT PRENTISS DRIVE,NATCHEZ,MS,39120,MS - Jackson,22,24205.9,2917.0,2052.45
83349,313 - CHEST PAIN,250093,BOLIVAR MEDICAL CENTER,HWY 8 E,CLEVELAND,MS,38732,TN - Memphis,17,12124.52,2917.0,1921.94
83350,313 - CHEST PAIN,250094,WESLEY MEDICAL CENTER,5001 W HARDY ST,HATTIESBURG,MS,39402,MS - Hattiesburg,29,25473.68,3260.65,2255.68
83351,313 - CHEST PAIN,250096,CROSSGATES RIVER OAKS HOSPITAL,350 CROSSGATES BLVD,BRANDON,MS,39042,MS - Jackson,38,28634.21,2993.86,2019.05
83352,313 - CHEST PAIN,250097,SOUTHWEST MS REGIONAL MEDICAL CENTER,215 MARION AV BOX 1307,MCCOMB,MS,39649,MS - Jackson,42,8060.07,3422.9,2536.52
83353,313 - CHEST PAIN,250099,GREENWOOD LEFLORE HOSPITAL,1401 RIVER RD / PO BOX 1410,GREENWOOD,MS,38930,MS - Jackson,42,12126.85,3597.07,2791.54
83354,313 - CHEST PAIN,250102,MISSISSIPPI BAPTIST MEDICAL CENTER,1225 N STATE ST,JACKSON,MS,39202,MS - Jackson,40,16298.8,2871.37,1853.75
83355,313 - CHEST PAIN,250104,ANDERSON REGIONAL MEDICAL CENTER,2124 14 ST,MERIDIAN,MS,39301,MS - Meridian,11,13234.0,3096.09,2114.54
83356,313 - CHEST PAIN,250117,HIGHLAND COMMUNITY  HOSPITAL,801 GOODYEAR BLVD,PICAYUNE,MS,39466,LA - Slidell,13,12062.69,3459.84,2297.84
83357,313 - CHEST PAIN,250122,NATCHEZ COMMUNITY HOSPITAL/SWING BED,129 JEFFERSON DAVIS BLVD BOX 1203,NATCHEZ,MS,39120,MS - Jackson,62,23708.79,3217.48,2048.56
83358,313 - CHEST PAIN,250123,GARDEN PARK MEDICAL CENTER,15200 COMMUNITY ROAD,GULFPORT,MS,39501,MS - Gulfport,14,23630.92,3186.28,2539.42
83359,313 - CHEST PAIN,250138,RIVER OAKS HOSPITAL,1030 RIVER OAKS BLVD,JACKSON,MS,39208,MS - Jackson,13,32637.3,3458.61,2179.46
83360,313 - CHEST PAIN,250141,BAPTIST MEMORIAL HOSPITAL DESOTO,7601 SOUTHCREST DR,SOUTHAVEN,MS,38671,TN - Memphis,104,13556.2,3433.49,2506.3
83361,313 - CHEST PAIN,250162,HANCOCK MEDICAL CENTER,149 DRINKWATER BLVD,BAY SAINT LOUIS,MS,39521,LA - Slidell,15,17239.0,3593.0,2695.93
83362,313 - CHEST PAIN,260001,ST JOHN'S REGIONAL MEDICAL CENTER,2817 ST JOHNS BLVD,JOPLIN,MO,64801,MO - Joplin,51,19049.07,3194.41,2178.84
83363,313 - CHEST PAIN,260005,SSM ST JOSEPH HEALTH CENTER,300 1ST CAPITOL DR,SAINT CHARLES,MO,63301,MO - St. Louis,79,13180.12,3278.27,2305.0
83364,313 - CHEST PAIN,260006,HEARTLAND REGIONAL MEDICAL CENTER,5325 FARAON STREET,SAINT JOSEPH,MO,64506,MO - Kansas City,157,11980.0,4375.8,3048.43
83365,313 - CHEST PAIN,260009,BOTHWELL REGIONAL HEALTH CENTER,601 E 14TH ST,SEDALIA,MO,65302,MO - Columbia,28,14085.42,3115.21,1935.17
83366,313 - CHEST PAIN,260011,ST MARYS HEALTH CENTER,100 ST MARYS MEDICAL PLAZA,JEFFERSON CITY,MO,65101,MO - Columbia,89,13990.02,2860.59,1869.23
83367,313 - CHEST PAIN,260015,TWIN RIVERS REGIONAL MEDICAL CENTER,1301 FIRST ST,KENNETT,MO,63857,AR - Jonesboro,13,16556.76,3083.0,2647.61
83368,313 - CHEST PAIN,260017,PHELPS COUNTY REGIONAL MEDICAL CENTER,1000 W 10TH ST,ROLLA,MO,65401,MO - St. Louis,55,16518.92,4099.25,3002.9
83369,313 - CHEST PAIN,260020,MERCY HOSPITAL ST LOUIS,615 NEW BALLAS ROAD,SAINT LOUIS,MO,63141,MO - St. Louis,77,17485.24,3329.49,2368.36
83370,313 - CHEST PAIN,260022,NORTHEAST REGIONAL MEDICAL CENTER,315 S OSTEOPATHY,KIRKSVILLE,MO,63501,MO - Columbia,17,15866.7,4128.52,3026.52
83371,313 - CHEST PAIN,260023,JEFFERSON REGIONAL MEDICAL CENTER,HWY 61 SOUTH,CRYSTAL CITY,MO,63019,MO - St. Louis,48,7821.14,3031.0,2188.0
83372,313 - CHEST PAIN,260025,HANNIBAL REGIONAL HOSPITAL,6000 HOSPITAL DR,HANNIBAL,MO,63401,MO - Columbia,16,12896.93,3627.43,2572.18
83373,313 - CHEST PAIN,260027,RESEARCH MEDICAL CENTER,2316 E MEYER BLVD,KANSAS CITY,MO,64132,MO - Kansas City,31,35835.83,3844.8,2561.64
83374,313 - CHEST PAIN,260032,BARNES JEWISH HOSPITAL,ONE BARNES-JEWISH HOSPITAL PLAZA,SAINT LOUIS,MO,63110,MO - St. Louis,271,12084.09,4165.11,3229.76
83375,313 - CHEST PAIN,260040,COX MEDICAL CENTER,3801 SOUTH NATIONAL AVENUE,SPRINGFIELD,MO,65807,MO - Springfield,49,13245.42,3349.48,2414.14
83376,313 - CHEST PAIN,260047,CAPITAL REGION MEDICAL CENTER,1125 MADISON ST,JEFFERSON CITY,MO,65102,MO - Columbia,67,11757.95,3544.29,2417.83
83377,313 - CHEST PAIN,260048,TRUMAN MEDICAL CENTER HOSPITAL HILL,2301 HOLMES STREET,KANSAS CITY,MO,64108,MO - Kansas City,76,8188.07,5538.88,4825.96
83378,313 - CHEST PAIN,260062,ST LUKES NORTHLAND HOSPITAL,5830 N W BARRY ROAD,KANSAS CITY,MO,64154,MO - Kansas City,39,16400.38,3292.3,2516.82
83379,313 - CHEST PAIN,260064,AUDRAIN MEDICAL CENTER,620 E MONROE,MEXICO,MO,65265,MO - Columbia,16,8984.31,3342.0,2636.5
83380,313 - CHEST PAIN,260065,ST JOHN'S REGIONAL HEALTH CENTER,1235 E CHEROKEE,SPRINGFIELD,MO,65804,MO - Springfield,44,13806.79,3133.0,2338.36
83381,313 - CHEST PAIN,260068,BOONE HOSPITAL CENTER,1600 E BROADWAY,COLUMBIA,MO,65201,MO - Columbia,67,11197.46,2743.79,1790.1
83382,313 - CHEST PAIN,260077,ST ANTHONY'S MEDICAL CENTER,10010 KENNERLY ROAD,SAINT LOUIS,MO,63128,MO - St. Louis,84,10478.64,2928.9,1962.77
83383,313 - CHEST PAIN,260081,SSM ST CLARE HEALTH CENTER,1015 BOWLES,FENTON,MO,63026,MO - St. Louis,55,10903.92,2886.1,1979.52
83384,313 - CHEST PAIN,260085,ST JOSEPH MEDICAL CENTER,1000 CARONDELET DR,KANSAS CITY,MO,64114,MO - Kansas City,51,12671.92,2910.52,2043.82
83385,313 - CHEST PAIN,260091,SSM ST MARYS HEALTH CENTER,6420 CLAYTON RD,RICHMOND HEIGHT,MO,63117,MO - St. Louis,114,14501.64,4273.12,3355.92
83386,313 - CHEST PAIN,260094,SKAGGS REGIONAL MEDICAL CENTER,PO BOX 650 BUS HWY 65 & SKAGGS RD,BRANSON,MO,65616,MO - Springfield,63,11989.49,3119.09,2111.15
83387,313 - CHEST PAIN,260095,"CENTERPOINT MEDICAL CENTER OF INDEPENDENCE, LLC",19600 EAST 39TH STREET,INDEPENDENCE,MO,64057,MO - Kansas City,58,27848.37,3648.1,2250.93
83388,313 - CHEST PAIN,260096,NORTH KANSAS CITY HOSPITAL,2800 CLAY EDWARDS DRIVE,NORTH KANSAS CI,MO,64116,MO - Kansas City,158,15155.38,3021.51,2068.93
83389,313 - CHEST PAIN,260104,SSM DEPAUL HEALTH CENTER,12303 DEPAUL DRIVE,BRIDGETON,MO,63044,MO - St. Louis,162,15874.66,3399.17,2439.46
83390,313 - CHEST PAIN,260105,ST LOUIS UNIVERSITY HOSPITAL,3635 VISTA AVE,SAINT LOUIS,MO,63110,MO - St. Louis,32,15808.84,5213.96,4424.53
83391,313 - CHEST PAIN,260108,MISSOURI BAPTIST MEDICAL CENTER,3015 N BALLAS RD,TOWN AND COUNTR,MO,63131,MO - St. Louis,84,12003.92,3184.5,1926.76
83392,313 - CHEST PAIN,260110,SOUTHEAST MISSOURI HOSPITAL,1701 LACEY ST,CAPE GIRARDEAU,MO,63701,MO - Cape Girardeau,63,21742.0,3613.98,2177.38
83393,313 - CHEST PAIN,260113,MISSOURI DELTA MEDICAL CENTER,1008 NORTH MAIN ST,SIKESTON,MO,63801,MO - Cape Girardeau,39,14972.74,3644.0,2749.94
83394,313 - CHEST PAIN,260116,MINERAL AREA REGIONAL MEDICAL CENTER,1212 WEBER RD,FARMINGTON,MO,63640,MO - St. Louis,34,8917.73,3241.17,2415.41
83395,313 - CHEST PAIN,260119,POPLAR BLUFF REGIONAL MEDICAL CENTER,2620 N WESTWOOD BLVD,POPLAR BLUFF,MO,63901,MO - St. Louis,93,20664.16,3585.59,2596.0
83396,313 - CHEST PAIN,260137,FREEMAN HEALTH SYSTEM - FREEMAN WEST,1102 WEST 32ND STREET,JOPLIN,MO,64804,MO - Joplin,126,12310.71,3327.08,2420.5
83397,313 - CHEST PAIN,260138,ST LUKES HOSPITAL OF KANSAS CITY,4401 WORNALL ROAD,KANSAS CITY,MO,64111,MO - Kansas City,135,20523.22,3909.51,2837.51
83398,313 - CHEST PAIN,260141,UNIVERSITY OF MISSOURI HEALTH CARE,"ONE HOSPITAL DRIVE, ROOM CE121, DC031,00",COLUMBIA,MO,65201,MO - Columbia,35,11778.65,4091.45,3145.45
83399,313 - CHEST PAIN,260163,PARKLAND HEALTH CENTER,1101 W LIBERTY,FARMINGTON,MO,63640,MO - St. Louis,32,7479.78,3032.0,2294.12
83400,313 - CHEST PAIN,260176,DES PERES HOSPITAL,2345 DOUGHERTY FERRY ROAD,SAINT LOUIS,MO,63122,MO - St. Louis,48,24695.6,3246.33,2426.25
83401,313 - CHEST PAIN,260177,LIBERTY HOSPITAL,2525 GLENN HENDREN DR,LIBERTY,MO,64069,MO - Kansas City,117,12707.86,3003.86,2046.92
83402,313 - CHEST PAIN,260179,ST LUKES HOSPITAL,232 S WOODS MILL RD,CHESTERFIELD,MO,63017,MO - St. Louis,108,12011.67,3433.69,2045.37
83403,313 - CHEST PAIN,260180,CHRISTIAN HOSPITAL NORTHEAST,11133 DUNN ROAD,SAINT LOUIS,MO,63136,MO - St. Louis,133,11696.34,3322.25,2178.31
83404,313 - CHEST PAIN,260183,ST FRANCIS MEDICAL CENTER,211 ST FRANCIS DR,CAPE GIRARDEAU,MO,63703,MO - Cape Girardeau,36,20520.69,3676.66,2161.69
83405,313 - CHEST PAIN,260186,LAKE REGIONAL HEALTH SYSTEM,54 HOSPITAL DRIVE,OSAGE BEACH,MO,65065,MO - Columbia,39,11832.25,3840.64,2887.71
83406,313 - CHEST PAIN,260190,LEE'S SUMMIT MEDICAL CENTER,2100 SE BLUE PARKWAY,LEES SUMMIT,MO,64063,MO - Kansas City,16,35028.06,2977.0,1994.5
83407,313 - CHEST PAIN,260191,BARNES-JEWISH ST PETERS HOSPITAL,10 HOSPITAL DR,SAINT PETERS,MO,63376,MO - St. Louis,64,11575.09,3514.17,1914.28
83408,313 - CHEST PAIN,260193,ST MARY'S MEDICAL CENTER,201 NW R D MIZE RD,BLUE SPRINGS,MO,64014,MO - Kansas City,25,15935.76,3029.52,2066.32
83409,313 - CHEST PAIN,260200,SSM ST JOSEPH HOSPITAL WEST,100 MEDICAL PLAZA,LAKE SAINT LOUI,MO,63367,MO - St. Louis,71,13575.0,3063.67,2051.63
83410,313 - CHEST PAIN,260210,ST ALEXIUS HOSPITAL,3933 S BROADWAY,SAINT LOUIS,MO,63118,MO - St. Louis,15,22406.33,3488.53,2660.53
83411,313 - CHEST PAIN,260216,SAINT LUKE'S EAST LEE'S SUMMIT HOSPITAL,100 N E SAINT LUKE'S BOULEVARD,LEES SUMMIT,MO,64086,MO - Kansas City,62,19220.56,3049.87,2123.25
83412,313 - CHEST PAIN,270004,BILLINGS CLINIC HOSPITAL,2800 10TH AVE N,BILLINGS,MT,59101,MT - Billings,27,8788.96,3514.03,2469.77
83413,313 - CHEST PAIN,270012,BENEFIS HOSPITALS INC,1101 26TH ST S,GREAT FALLS,MT,59405,MT - Great Falls,39,10767.89,3714.38,2506.87
83414,313 - CHEST PAIN,270017,ST JAMES HEALTHCARE,400 S CLARK ST,BUTTE,MT,59701,MT - Missoula,19,11832.68,4257.47,2794.63
83415,313 - CHEST PAIN,270051,KALISPELL REGIONAL MEDICAL CENTER,310 SUNNYVIEW LANE,KALISPELL,MT,59901,MT - Missoula,12,9333.75,3802.66,2201.5
83416,313 - CHEST PAIN,280003,BRYANLGH MEDICAL CENTER,1600 SOUTH 48TH ST,LINCOLN,NE,68506,NE - Lincoln,32,17089.5,4110.78,2320.0
83417,313 - CHEST PAIN,280009,GOOD SAMARITAN HOSPITAL,"P O BOX 1990, 10 EAST 31ST ST",KEARNEY,NE,68848,NE - Omaha,58,13257.37,4256.27,2802.58
83418,313 - CHEST PAIN,280013,THE NEBRASKA MEDICAL CENTER,987400 NEBRASKA MEDICAL CENTER,OMAHA,NE,68198,NE - Omaha,70,13610.18,4309.24,3141.11
83419,313 - CHEST PAIN,280020,SAINT ELIZABETH REGIONAL MEDICAL CENTER,555 SOUTH 70TH ST,LINCOLN,NE,68510,NE - Lincoln,57,13683.42,3339.71,2422.43
83420,313 - CHEST PAIN,280023,ST FRANCIS MEDICAL CENTER,2620 WEST FAIDLEY AVE,GRAND ISLAND,NE,68803,NE - Omaha,28,10918.42,3185.0,2062.17
83421,313 - CHEST PAIN,280030,CREIGHTON UNIVERSITY MEDICAL CENTER - SAINT JOSEPH,601 NORTH 30TH ST,OMAHA,NE,68131,NE - Omaha,17,30898.11,4992.82,3934.94
83422,313 - CHEST PAIN,280040,THE NEBRASKA METHODIST HOSPITAL,8303 DODGE ST,OMAHA,NE,68114,NE - Omaha,47,13556.25,3584.51,1865.19
83423,313 - CHEST PAIN,280060,ALEGENT HEALTH BERGAN MERCY MEDICAL CENTER,7500 MERCY RD,OMAHA,NE,68124,NE - Omaha,36,15555.88,3594.22,2228.08
83424,313 - CHEST PAIN,280061,REGIONAL WEST MEDICAL CENTER,4021 AVE B,SCOTTSBLUFF,NE,69361,CO - Denver,69,14975.89,4067.05,2870.86
83425,313 - CHEST PAIN,280077,FREMONT AREA MEDICAL CENTER,450 EAST 23RD ST,FREMONT,NE,68025,NE - Omaha,33,14545.48,7700.69,2239.57
83426,313 - CHEST PAIN,280081,ALEGENT HEALTH IMMANUEL MEDICAL CENTER,6901 NORTH 72ND ST,OMAHA,NE,68122,NE - Omaha,34,18116.73,5091.23,2389.88
83427,313 - CHEST PAIN,280105,ALEGENT HEALTH MIDLANDS HOSPITAL,11111 SOUTH 84TH ST,PAPILLION,NE,68046,NE - Omaha,12,16350.08,3317.83,1881.66
83428,313 - CHEST PAIN,280111,COLUMBUS COMMUNITY HOSPITAL,4600 38TH ST,COLUMBUS,NE,68601,NE - Omaha,35,9106.25,4606.42,3864.37
83429,313 - CHEST PAIN,280130,ALEGENT HEALTH LAKESIDE HOSPITAL,16901 LAKESIDE HILLS CT,OMAHA,NE,68130,NE - Omaha,65,13807.9,3315.35,1881.72
83430,313 - CHEST PAIN,280132,BELLEVUE MEDICAL CENTER,2500 BELLEVUE MEDICAL CENTER DR,BELLEVUE,NE,68123,NE - Omaha,17,13312.58,2868.58,1727.29
83431,313 - CHEST PAIN,290001,RENOWN REGIONAL MEDICAL CENTER,1155 MILL STREET,RENO,NV,89502,NV - Reno,166,23368.03,3687.52,2744.71
83432,313 - CHEST PAIN,290003,SUNRISE HOSPITAL AND MEDICAL CENTER,3186 S MARYLAND PKWY,LAS VEGAS,NV,89109,NV - Las Vegas,86,37279.24,4389.56,3447.44
83433,313 - CHEST PAIN,290005,NORTH VISTA HOSPITAL,1409 EAST LAKE MEAD BLVD,NORTH LAS VEGAS,NV,89030,NV - Las Vegas,18,28867.22,4322.66,3451.55
83434,313 - CHEST PAIN,290006,BANNER CHURCHILL COMMUNITY HOSPITAL,801 EAST WILLIAMS AVENUE,FALLON,NV,89406,NV - Reno,30,12469.46,4492.0,3520.53
83435,313 - CHEST PAIN,290007,UMC OF SOUTHERN NEVADA,1800 W CHARLESTON BLVD,LAS VEGAS,NV,89102,NV - Las Vegas,59,24928.25,4955.72,4390.35
83436,313 - CHEST PAIN,290009,SAINT MARY'S REGIONAL MEDICAL CENTER,235 W 6TH ST,RENO,NV,89503,NV - Reno,14,24104.21,3262.92,2259.28
83437,313 - CHEST PAIN,290012,SAINT ROSE DOMINICAN HOSPITAL - DE LIMA,102 E LAKE MEAD DR,HENDERSON,NV,89015,NV - Las Vegas,24,27083.95,3690.25,2713.45
83438,313 - CHEST PAIN,290019,CARSON TAHOE REGIONAL MEDICAL CENTER,1600 MEDICAL PARKWAY,CARSON CITY,NV,89703,NV - Reno,39,18848.0,4148.71,3197.43
83439,313 - CHEST PAIN,290021,VALLEY HOSPITAL MEDICAL CENTER,620 SHADOW LANE,LAS VEGAS,NV,89106,NV - Las Vegas,100,34898.22,4416.24,3543.66
83440,313 - CHEST PAIN,290022,DESERT SPRINGS HOSPITAL,2075 EAST FLAMINGO ROAD,LAS VEGAS,NV,89119,NV - Las Vegas,97,39800.53,4473.08,3582.62
83441,313 - CHEST PAIN,290039,MOUNTAINVIEW HOSPITAL,3100 N TENAYA WAY,LAS VEGAS,NV,89128,NV - Las Vegas,119,32833.22,3718.77,2665.38
83442,313 - CHEST PAIN,290041,SUMMERLIN HOSPITAL MEDICAL CENTER,657 TOWN CENTER DRIVE,LAS VEGAS,NV,89144,NV - Las Vegas,89,29101.83,3739.19,2590.39
83443,313 - CHEST PAIN,290045,SAINT ROSE DOMINICAN HOSPITAL - SIENA CAMPUS,3001 ST ROSE PARKWAY,HENDERSON,NV,89052,NV - Las Vegas,32,26248.53,3487.62,2816.93
83444,313 - CHEST PAIN,290046,SPRING VALLEY HOSPITAL MEDICAL CENTER,5400 SOUTH RAINBOW BLVD,LAS VEGAS,NV,89118,NV - Las Vegas,54,35171.31,3713.7,3009.29
83445,313 - CHEST PAIN,290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,9300 WEST SUNSET,LAS VEGAS,NV,89148,NV - Las Vegas,31,24458.48,3791.0,2794.32
83446,313 - CHEST PAIN,290049,RENOWN SOUTH MEADOWS MEDICAL CENTER,10101 DOUBLE R BLVD,RENO,NV,89521,NV - Reno,15,24748.6,3353.6,1951.66
83447,313 - CHEST PAIN,290053,SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS,8280 W WARM SPRINGS ROAD,LAS VEGAS,NV,89113,NV - Las Vegas,43,23610.0,3546.37,2294.88
83448,313 - CHEST PAIN,290054,CENTENNIAL HILLS HOSPITAL MEDICAL CENTER,6900 N DURANGO DR,LAS VEGAS,NV,89149,NV - Las Vegas,42,32260.95,3395.8,2449.19
83449,313 - CHEST PAIN,300001,CONCORD HOSPITAL,250 PLEASANT ST,CONCORD,NH,3301,NH - Manchester,50,13125.24,3660.88,2717.08
83450,313 - CHEST PAIN,300003,MARY HITCHCOCK MEMORIAL HOSPITAL,1 MEDICAL CENTER DRIVE,LEBANON,NH,3756,NH - Lebanon,53,12378.92,5114.15,4351.28
83451,313 - CHEST PAIN,300011,ST JOSEPH HOSPITAL,172 KINSLEY ST,NASHUA,NH,3060,NH - Manchester,25,11743.16,3649.12,2447.32
83452,313 - CHEST PAIN,300012,ELLIOT HOSPITAL,1 ELLIOT WAY,MANCHESTER,NH,3103,NH - Manchester,33,11999.69,3498.63,2710.06
83453,313 - CHEST PAIN,300014,FRISBIE MEMORIAL HOSPITAL,11 WHITEHALL ROAD,ROCHESTER,NH,3867,ME - Portland,14,12273.85,3705.78,2773.92
83454,313 - CHEST PAIN,300018,WENTWORTH-DOUGLASS HOSPITAL,789 CENTRAL AVE,DOVER,NH,3820,ME - Portland,44,16915.47,3672.02,2333.54
83455,313 - CHEST PAIN,300020,SOUTHERN NH MEDICAL CENTER,8 PROSPECT STREET,NASHUA,NH,3060,NH - Manchester,11,11764.54,3541.09,2623.63
83456,313 - CHEST PAIN,300023,EXETER HOSPITAL INC,5 ALUMNI DRIVE,EXETER,NH,3833,NH - Manchester,42,13168.4,3282.0,2347.8
83457,313 - CHEST PAIN,300029,PORTSMOUTH REGIONAL HOSPITAL,333 BORTHWICK AVE,PORTSMOUTH,NH,3801,NH - Manchester,23,15583.52,3573.52,2458.78
83458,313 - CHEST PAIN,300034,CATHOLIC MEDICAL CENTER,100 MCGREGOR STREET,MANCHESTER,NH,3102,NH - Manchester,42,24325.0,4192.57,2899.0
83459,313 - CHEST PAIN,310001,HACKENSACK UNIVERSITY MEDICAL CENTER,30 PROSPECT AVE,HACKENSACK,NJ,7601,NJ - Hackensack,29,53165.58,7476.86,5847.24
83460,313 - CHEST PAIN,310002,NEWARK BETH ISRAEL MEDICAL CENTER,201 LYONS AVE,NEWARK,NJ,7112,NJ - Newark,89,42013.07,6328.21,5406.73
83461,313 - CHEST PAIN,310003,PALISADES MEDICAL CTR-NY PRESBYTERIAN HEALTHCARE S,7600 RIVER RD,NORTH BERGEN,NJ,7047,NJ - Hackensack,74,24266.18,4710.0,3814.37
83462,313 - CHEST PAIN,310006,"ST MARY'S HOSPITAL, PASSAIC",350 BOULEVARD,PASSAIC,NJ,7055,NJ - Hackensack,27,25001.92,4351.7,3561.03
83463,313 - CHEST PAIN,310008,HOLY NAME MEDICAL CENTER,718 TEANECK RD,TEANECK,NJ,7666,NJ - Hackensack,101,20961.55,3974.44,2926.7
83464,313 - CHEST PAIN,310009,CLARA MAASS MEDICAL CENTER,ONE CLARA MAAS DRIVE,BELLEVILLE,NJ,7109,NJ - Newark,109,32477.33,4130.46,3016.84
83465,313 - CHEST PAIN,310010,UNIVERSITY MEDICAL CENTER AT PRINCETON,253 WITHERSPOON ST,PRINCETON,NJ,8540,NJ - New Brunswick,82,22984.92,3771.7,2713.69
83466,313 - CHEST PAIN,310011,CAPE REGIONAL MEDICAL CENTER INC,TWO STONE HARBOR BLVD,CAPE MAY COURT,NJ,8210,NJ - Camden,43,11868.88,3540.09,2345.02
83467,313 - CHEST PAIN,310012,VALLEY HOSPITAL,223 N VAN DIEN AVENUE,RIDGEWOOD,NJ,7450,NJ - Ridgewood,181,16738.46,3883.32,2707.62
83468,313 - CHEST PAIN,310014,COOPER UNIVERSITY HOSPITAL,1 COOPER PLAZA,CAMDEN,NJ,8103,NJ - Camden,29,39528.62,5610.48,4872.13
83469,313 - CHEST PAIN,310015,MORRISTOWN MEMORIAL HOSPITAL,100 MADISON AVE,MORRISTOWN,NJ,7962,NJ - Morristown,80,24841.06,4437.75,3557.92
83470,313 - CHEST PAIN,310016,CHRIST HOSPITAL,176 PALISADE AVE,JERSEY CITY,NJ,7306,NJ - Newark,55,43012.1,4789.3,3875.69
83471,313 - CHEST PAIN,310017,CHILTON HOSPITAL,97 WEST PARKWAY,POMPTON PLAINS,NJ,7444,NJ - Paterson,27,33530.29,3674.77,2716.4
83472,313 - CHEST PAIN,310019,ST JOSEPH'S REGIONAL MEDICAL CENTER,703 MAIN ST,PATERSON,NJ,7503,NJ - Paterson,194,32358.57,5173.27,4197.69
83473,313 - CHEST PAIN,310021,ST FRANCIS MEDICAL CENTER,601 HAMILTON AVE,TRENTON,NJ,8629,PA - Philadelphia,55,42709.3,4451.92,3648.47
83474,313 - CHEST PAIN,310022,VIRTUA WEST JERSEY HOSPITALS BERLIN,WHITEHORSE PIKE AND TOWNSEND AVENUE,BERLIN,NJ,8009,NJ - Camden,159,36054.61,3766.27,2599.38
83475,313 - CHEST PAIN,310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,865 STONE ST,RAHWAY,NJ,7065,NJ - Newark,22,46497.5,3692.22,2482.22
83476,313 - CHEST PAIN,310025,BAYONNE HOSPITAL CENTER,29 EAST 29TH ST,BAYONNE,NJ,7002,NJ - Newark,15,81083.0,3817.8,2823.6
83477,313 - CHEST PAIN,310027,TRINITAS REGIONAL MEDICAL CENTER,225 WILLIAMSON STREET,ELIZABETH,NJ,7207,NJ - Newark,47,27816.87,4568.02,3651.63
83478,313 - CHEST PAIN,310028,NEWTON MEMORIAL HOSPITAL,175 HIGH ST,NEWTON,NJ,7860,NJ - Morristown,38,43641.0,4134.34,2781.36
83479,313 - CHEST PAIN,310029,OUR LADY OF LOURDES MEDICAL CENTER,1600 HADDON AVENUE,CAMDEN,NJ,8103,NJ - Camden,63,35109.2,4606.23,3361.06
83480,313 - CHEST PAIN,310032,SOUTH JERSEY HEALTHCARE REGIONAL MEDICAL CENTER,1505 W SHERMAN AVE,VINELAND,NJ,8360,NJ - Camden,65,33933.1,4032.95,2839.7
83481,313 - CHEST PAIN,310034,RIVERVIEW MEDICAL CENTER,ONE RIVERVIEW PLAZA,RED BANK,NJ,7701,NJ - Camden,47,27089.8,3664.78,2321.91
83482,313 - CHEST PAIN,310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,ONE ROBERT WOOD JOHNSON PL,NEW BRUNSWICK,NJ,8901,NJ - New Brunswick,91,37562.45,4838.06,3925.27
83483,313 - CHEST PAIN,310039,RARITAN BAY MEDICAL CENTER,530 NEW BRUNSWICK AVE,PERTH AMBOY,NJ,8861,NJ - New Brunswick,50,41262.68,4449.96,3611.46
83484,313 - CHEST PAIN,310040,HOBOKEN UNIVERSITY MEDICAL CENTER,308 WILLOW AVE,HOBOKEN,NJ,7030,NJ - Hackensack,67,26721.17,5095.35,4121.4
83485,313 - CHEST PAIN,310041,COMMUNITY MEDICAL CENTER,99 RT 37 WEST,TOMS RIVER,NJ,8755,NJ - Camden,179,28087.12,3331.59,2476.12
